時間,標題,連結
2022-08-01 23:58,傳蘋果擬發行四批高評級債券 替庫藏股和配息等籌資,https://news.cnyes.com/news/id/4923653
2022-08-01 22:48,上季獲利減少 蘋果未雨綢繆 罕見在中國展開促銷活動,https://news.cnyes.com/news/id/4923645
2022-08-01 22:21,美國7月ISM製造業指數降至52.8連兩個月下滑 續創兩年來新低,https://news.cnyes.com/news/id/4923492
2022-08-01 21:52,〈美股早盤〉市場靜待7月ISM製造業指數出爐 主要指數開低,https://news.cnyes.com/news/id/4923489
2022-08-01 21:48,Target已呈超賣 有再升20%空間 富國銀行調升評級至「買進」,https://news.cnyes.com/news/id/4923628
2022-08-01 21:07,分析師：Apple TV+從來沒想贏得串流戰爭 片源有限是主因,https://news.cnyes.com/news/id/4923618
2022-08-01 20:50,面臨四大難關 Jefferies警示Target今明年獲利恐受衝擊,https://news.cnyes.com/news/id/4923588
2022-08-01 20:30,蔚來、小鵬、理想汽車7月交車成績亮眼 美股盤前股價走高,https://news.cnyes.com/news/id/4923493
2022-08-01 20:17,路透：美國擬打擊中國的記憶體晶片製造商,https://news.cnyes.com/news/id/4923490
2022-08-01 20:10,台股萬五得而復失 法人估基本面撐腰短線將反覆打底,https://news.cnyes.com/news/id/4923607
2022-08-01 20:07,Nikola以1.44億美元收購電池製造商Romeo Power,https://news.cnyes.com/news/id/4923611
2022-08-01 20:00,傳FAA已批准波音可以恢復787夢幻機交機作業,https://news.cnyes.com/news/id/4923508
2022-08-01 19:50,鉅亨美股雷達：美將公布7月製造業PMI 投資人預期馬斯克將續賣特斯拉股票,https://news.cnyes.com/news/id/4923412
2022-08-01 19:41,香港第二季GDP年減1.4% 連兩季萎縮 全球不利因素加劇,https://news.cnyes.com/news/id/4923595
2022-08-01 19:40,房市分析業者：美國6月房價增速降幅創史上最大,https://news.cnyes.com/news/id/4923597
2022-08-01 19:39,和鑫Q2每股賺0.12元 擬買回2萬張庫藏股,https://news.cnyes.com/news/id/4923601
2022-08-01 19:31,台汽電擬斥7億元 在雲林建置儲能系統,https://news.cnyes.com/news/id/4923596
2022-08-01 19:21,李顯龍與裴洛西會面 稱「美中關係穩定」對地區和平很重要,https://news.cnyes.com/news/id/4923536
2022-08-01 19:16,驅動IC庫存調整壓力大 外資估頎邦Q3營收季減2-3成,https://news.cnyes.com/news/id/4923573
2022-08-01 19:08,首批日本踩線團入境 觀光局：後續可望有他國組團來台,https://news.cnyes.com/news/id/4923537
2022-08-01 19:06,智聯服務Q2純益創新高EPS 0.76元 上半年每股賺1.35元,https://news.cnyes.com/news/id/4923547
2022-08-01 18:56,明泰Q2每股賺0.45元 創5年來新高,https://news.cnyes.com/news/id/4923505
2022-08-01 18:47,〈ETF除息旺季〉國泰投信三檔ETF配息出爐 00878年化殖利率逾6% ,https://news.cnyes.com/news/id/4923506
2022-08-01 18:46,蔡明彰觀點：這檔龍頭完全填息又大漲 發出IPC攻擊訊號,https://news.cnyes.com/news/id/4923433
2022-08-01 18:46,會買股，更要會賣股,https://news.cnyes.com/news/id/4923422
2022-08-01 18:43,吸引更多顧客 福特針對暢銷小型皮卡Maverick推出越野套件,https://news.cnyes.com/news/id/4923497
2022-08-01 18:40,男性平均所得65萬高於女性 兩性差距縮小至1.5倍近10年首見,https://news.cnyes.com/news/id/4923504
2022-08-01 18:39,中油8月桶裝瓦斯價格不調整 天然氣僅電業用戶調漲5%,https://news.cnyes.com/news/id/4923498
2022-08-01 18:36,泓格Q2純益季增9成寫次高 上半年EPS 1.84元同期最佳,https://news.cnyes.com/news/id/4923496
2022-08-01 18:34,外資出脫台積電、三檔金融股 續回補新光金,https://news.cnyes.com/news/id/4923491
2022-08-01 18:30,邁達特雲端服務事業擴大 下半年營運逐季增,https://news.cnyes.com/news/id/4923478
2022-08-01 18:29,投資人繼續評估衰退前景 8月首日美債殖利率走升,https://news.cnyes.com/news/id/4923494
2022-08-01 18:28,長聖前7月營收3.33億元續創高 Q4再走揚,https://news.cnyes.com/news/id/4923488
2022-08-01 18:10,〈東洋展望〉複製台灣模式拓展東南亞市場 海外營收比重拚逾10%,https://news.cnyes.com/news/id/4923439
2022-08-01 18:07,金麗科7月營收0.3億元 累計前7月年減29%,https://news.cnyes.com/news/id/4923479
2022-08-01 18:06,〈房產〉房市交易疲軟 全台六都移轉7月全面衰退 月減13.3%,https://news.cnyes.com/news/id/4923476
2022-08-01 18:01,【Pepperstone本周展望】美股黃金能否延續反彈 英國澳洲加息無懸念,https://news.cnyes.com/news/id/4923477
2022-08-01 17:59,中碳Q2純益近倍增創7年新高 EPS 2.41元,https://news.cnyes.com/news/id/4923475
2022-08-01 17:54,伊雲谷看好下半年雲端動能 9月中旬轉上市,https://news.cnyes.com/news/id/4923440
2022-08-01 17:50,分析師：2022年熊市已結束 年底前美股有望上漲16%,https://news.cnyes.com/news/id/4923357
2022-08-01 17:43,顯卡價量齊跌 麗臺Q2轉虧EPS -1.25元、上半年每股虧0.78元,https://news.cnyes.com/news/id/4923442
2022-08-01 17:42,日經：美國是否已步入經濟衰退,https://news.cnyes.com/news/id/4923265
2022-08-01 17:31,〈ETF除息旺季〉00900擬配息1.2元 殖利率超過10%,https://news.cnyes.com/news/id/4923432
2022-08-01 17:30,全家打造零售業首見電動車商店 南科試營運,https://news.cnyes.com/news/id/4923429
2022-08-01 17:20,柏承庫藏股執行屆滿 共買回669張執行率66.9%,https://news.cnyes.com/news/id/4923426
2022-08-01 17:17,萬五震盪，分析師：短線個股積極表現,https://news.cnyes.com/news/id/4923427
